album,name,artist,release_date,album_image_url,artist_image_url,id,year,featured_artists,artist_genres,artist_popularity,followers,track_number,tracks_on_album,album_label,explicit,duration_minutes,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo_confidence,track_length,end_fade_in,start_fade_out,end_silence_time,uri,track_href,analysis_url,artist_uri,album_uri,artist_spotify_link,tatums_per_minute,beats_per_minute,bars_per_minute
The Pick Of Destiny,Beelzeboss (The Final Showdown),Tenacious D,2006-11-02,https://i.scdn.co/image/ab67616d0000b273bc90b4b507565e1fae75033d,https://i.scdn.co/image/945d649ebebd1804ecbca36de5e304fc2da0854b,0ffz9KBdCb7oJkSK0W7bbf,2006,No Features,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']",67,1278706,13,15,Epic,1,5.596666666666667,60,0.47,0.877,2,-3.74,1,0.208,0.0149,1.35e-06,0.171,0.433,130.709,0.166,335.8,0.0,322.76318,13.036820000000034,spotify:track:0ffz9KBdCb7oJkSK0W7bbf,https://api.spotify.com/v1/tracks/0ffz9KBdCb7oJkSK0W7bbf,https://api.spotify.com/v1/audio-analysis/0ffz9KBdCb7oJkSK0W7bbf,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,spotify:album:3tYcwViLCWsT1ssa5p7V7A,https://open.spotify.com/artist/1XpDYCrUJnvCo9Ez6yeMWh,261.5842763549732,130.7921381774866,32.87671232876712
The Pick Of Destiny,POD,Tenacious D,2006-11-02,https://i.scdn.co/image/ab67616d0000b273bc90b4b507565e1fae75033d,https://i.scdn.co/image/945d649ebebd1804ecbca36de5e304fc2da0854b,6bGYLwrxv3j5sTwN0TLBdq,2006,No Features,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']",67,1278706,14,15,Epic,1,2.5391,41,0.738,0.865,9,-3.861,0,0.0334,0.0311,3.23e-06,0.084,0.913,130.08,0.901,152.34666,0.09841,142.72145,9.62521000000001,spotify:track:6bGYLwrxv3j5sTwN0TLBdq,https://api.spotify.com/v1/tracks/6bGYLwrxv3j5sTwN0TLBdq,https://api.spotify.com/v1/audio-analysis/6bGYLwrxv3j5sTwN0TLBdq,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,spotify:album:3tYcwViLCWsT1ssa5p7V7A,https://open.spotify.com/artist/1XpDYCrUJnvCo9Ez6yeMWh,249.69477373872633,124.84738686936316,30.71954629593163
The Pick Of Destiny,The Metal,Tenacious D,2006-11-02,https://i.scdn.co/image/ab67616d0000b273bc90b4b507565e1fae75033d,https://i.scdn.co/image/945d649ebebd1804ecbca36de5e304fc2da0854b,3pYKJaLiixRcDFfcNhxZKK,2006,No Features,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']",67,1278706,15,15,Epic,0,2.766,63,0.623,0.938,0,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022,0.844,165.96,0.22082,157.86086,8.099140000000006,spotify:track:3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/tracks/3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/audio-analysis/3pYKJaLiixRcDFfcNhxZKK,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,spotify:album:3tYcwViLCWsT1ssa5p7V7A,https://open.spotify.com/artist/1XpDYCrUJnvCo9Ez6yeMWh,219.0889370932755,109.54446854663775,27.4765003615329
Chronicle: 20 Greatest Hits,Susie Q,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,6z2AyfE9GZxoHqJVSA4NgN,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,1,20,Fantasy Records,0,4.569333333333334,60,0.65,0.556,9,-13.587,0,0.0378,0.112,0.000637,0.109,0.95,128.241,0.471,274.16,6.1707,260.06348,14.096519999999998,spotify:track:6z2AyfE9GZxoHqJVSA4NgN,https://api.spotify.com/v1/tracks/6z2AyfE9GZxoHqJVSA4NgN,https://api.spotify.com/v1/audio-analysis/6z2AyfE9GZxoHqJVSA4NgN,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,254.74175663845926,127.37087831922963,31.952144733002623
Chronicle: 20 Greatest Hits,I Put A Spell On You,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,5AmWO1ItTiv3XV0AnVEiiI,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,2,20,Fantasy Records,0,4.536,48,0.251,0.57,0,-11.191,1,0.0339,0.000397,0.0879,0.107,0.674,207.226,0.039,272.16,3.00698,262.6409,9.519100000000037,spotify:track:5AmWO1ItTiv3XV0AnVEiiI,https://api.spotify.com/v1/tracks/5AmWO1ItTiv3XV0AnVEiiI,https://api.spotify.com/v1/audio-analysis/5AmWO1ItTiv3XV0AnVEiiI,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,400.35273368606704,200.17636684303352,66.57848324514991
Chronicle: 20 Greatest Hits,Proud Mary,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,031rVKYjBhsaVM8o1i1vK0,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,3,20,Fantasy Records,0,3.144433333333333,49,0.689,0.558,9,-10.051,0,0.0309,0.0337,0.000613,0.0563,0.607,120.691,0.691,188.66667,0.46381,181.12144,7.545230000000004,spotify:track:031rVKYjBhsaVM8o1i1vK0,https://api.spotify.com/v1/tracks/031rVKYjBhsaVM8o1i1vK0,https://api.spotify.com/v1/audio-analysis/031rVKYjBhsaVM8o1i1vK0,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,237.24465457475117,118.62232728737558,29.25805391538486
Chronicle: 20 Greatest Hits,Bad Moon Rising,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,2ZFxZ4QNiciMhvJV2GjKWL,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,4,20,Fantasy Records,0,2.3251,53,0.63,0.676,2,-9.19,1,0.0277,0.0101,5.35e-06,0.0628,0.901,89.663,0.064,139.50667,0.51578,131.97643,7.5302400000000205,spotify:track:2ZFxZ4QNiciMhvJV2GjKWL,https://api.spotify.com/v1/tracks/2ZFxZ4QNiciMhvJV2GjKWL,https://api.spotify.com/v1/audio-analysis/2ZFxZ4QNiciMhvJV2GjKWL,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,170.31525525783837,85.15762762891919,21.50445142144424
Chronicle: 20 Greatest Hits,Lodi,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,0LMURKNxUPx7OIInOqSc3N,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,5,20,Fantasy Records,0,3.1733333333333333,48,0.734,0.603,5,-10.058,1,0.0278,0.0934,6.05e-05,0.104,0.844,126.709,0.924,190.4,0.4815,176.69804,13.701960000000014,spotify:track:0LMURKNxUPx7OIInOqSc3N,https://api.spotify.com/v1/tracks/0LMURKNxUPx7OIInOqSc3N,https://api.spotify.com/v1/audio-analysis/0LMURKNxUPx7OIInOqSc3N,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,250.8403361344538,125.4201680672269,31.19747899159664
Chronicle: 20 Greatest Hits,Green River,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,0mRLlcbMVGMjT5Pca8uMzl,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,6,20,Fantasy Records,0,2.5551,47,0.661,0.722,4,-10.988,1,0.0281,0.00658,0.000229,0.08,0.971,141.3,0.626,153.30667,0.49442,141.07864,12.22802999999999,spotify:track:0mRLlcbMVGMjT5Pca8uMzl,https://api.spotify.com/v1/tracks/0mRLlcbMVGMjT5Pca8uMzl,https://api.spotify.com/v1/audio-analysis/0mRLlcbMVGMjT5Pca8uMzl,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,278.6583695354389,139.32918476771945,35.22367030644593
Chronicle: 20 Greatest Hits,Commotion,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,6fgY7rONmvknffLDwggHNZ,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,7,20,Fantasy Records,0,2.7066666666666666,42,0.667,0.608,2,-9.461,1,0.0267,0.0064,0.0143,0.169,0.765,127.094,0.875,162.4,0.52095,151.55084,10.849160000000012,spotify:track:6fgY7rONmvknffLDwggHNZ,https://api.spotify.com/v1/tracks/6fgY7rONmvknffLDwggHNZ,https://api.spotify.com/v1/audio-analysis/6fgY7rONmvknffLDwggHNZ,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,247.5369458128079,123.76847290640394,30.295566502463057
Chronicle: 20 Greatest Hits,Down On The Corner,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,4IiRAL0swv6SGt92wsFXlG,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,8,20,Fantasy Records,0,2.7426666666666666,50,0.855,0.468,0,-11.501,1,0.13,0.424,0.0105,0.0494,0.85,107.87,0.788,164.56,3.01279,156.99593,7.564070000000015,spotify:track:4IiRAL0swv6SGt92wsFXlG,https://api.spotify.com/v1/tracks/4IiRAL0swv6SGt92wsFXlG,https://api.spotify.com/v1/audio-analysis/4IiRAL0swv6SGt92wsFXlG,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,212.93145357316482,106.46572678658241,26.251823043266896
Chronicle: 20 Greatest Hits,Fortunate Son,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,7GkM8M2EC8OJblOxQxAR7t,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,9,20,Fantasy Records,0,2.3193333333333332,57,0.628,0.565,0,-9.98,1,0.0385,0.175,0.0693,0.349,0.582,132.302,0.783,139.16,0.5112,131.54684,7.6131599999999935,spotify:track:7GkM8M2EC8OJblOxQxAR7t,https://api.spotify.com/v1/tracks/7GkM8M2EC8OJblOxQxAR7t,https://api.spotify.com/v1/audio-analysis/7GkM8M2EC8OJblOxQxAR7t,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,260.41966082207534,130.20983041103767,32.33687841333717
Chronicle: 20 Greatest Hits,Travelin' Band,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,2A0IRQ2Wq0dCoTfZGWoGkI,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,10,20,Fantasy Records,0,2.1233333333333335,45,0.522,0.892,6,-8.472,1,0.0515,0.0239,0.0715,0.295,0.939,166.093,0.959,127.4,0.49351,123.14703,4.252970000000005,spotify:track:2A0IRQ2Wq0dCoTfZGWoGkI,https://api.spotify.com/v1/tracks/2A0IRQ2Wq0dCoTfZGWoGkI,https://api.spotify.com/v1/audio-analysis/2A0IRQ2Wq0dCoTfZGWoGkI,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,324.9607535321821,162.48037676609104,40.973312401883824
Chronicle: 20 Greatest Hits,Up Around The Bend,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,2yVgB9jAOHncthn5HEQoee,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,12,20,Fantasy Records,0,2.6966666666666668,46,0.59,0.78,2,-8.949,1,0.0351,0.0988,0.689,0.275,0.806,130.212,0.83,161.8,0.49302,147.6673,14.1327,spotify:track:2yVgB9jAOHncthn5HEQoee,https://api.spotify.com/v1/tracks/2yVgB9jAOHncthn5HEQoee,https://api.spotify.com/v1/audio-analysis/2yVgB9jAOHncthn5HEQoee,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,254.38813349814586,127.19406674907293,32.26205191594561
Chronicle: 20 Greatest Hits,Run Through The Jungle,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,2LlrAzrL7eQwXrlplmyAde,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,13,20,Fantasy Records,0,3.1011,49,0.635,0.529,2,-11.1,1,0.036,0.0539,0.116,0.106,0.846,136.398,0.695,186.06667,2.4439,175.90857,10.15809999999999,spotify:track:2LlrAzrL7eQwXrlplmyAde,https://api.spotify.com/v1/tracks/2LlrAzrL7eQwXrlplmyAde,https://api.spotify.com/v1/audio-analysis/2LlrAzrL7eQwXrlplmyAde,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,267.646963980523,133.8234819902615,33.21402083131792
Chronicle: 20 Greatest Hits,Lookin' Out My Back Door,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,2os4nK3Y63rxYs53hVxexF,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,14,20,Fantasy Records,0,2.53955,47,0.751,0.549,10,-9.939,1,0.0395,0.174,0.00458,0.0919,0.847,105.276,0.511,152.37334,0.34644,146.11737,6.255970000000019,spotify:track:2os4nK3Y63rxYs53hVxexF,https://api.spotify.com/v1/tracks/2os4nK3Y63rxYs53hVxexF,https://api.spotify.com/v1/audio-analysis/2os4nK3Y63rxYs53hVxexF,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,201.61052154909333,100.80526077454667,25.59508574353724
Chronicle: 20 Greatest Hits,Long As I Can See The Light,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,3ZcFy6KzILYzlmkQhszjSk,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,15,20,Fantasy Records,0,3.5477666666666665,44,0.695,0.319,11,-10.541,1,0.0377,0.403,0.000298,0.0611,0.556,127.83,0.044,212.86667,0.45524,199.43619,13.430479999999989,spotify:track:3ZcFy6KzILYzlmkQhszjSk,https://api.spotify.com/v1/tracks/3ZcFy6KzILYzlmkQhszjSk,https://api.spotify.com/v1/audio-analysis/3ZcFy6KzILYzlmkQhszjSk,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,253.11698439393797,126.55849219696898,31.569156182762868
Chronicle: 20 Greatest Hits,I Heard It Through The Grapevine,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,6Fu2DQzXvx28qYEPrXDikG,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,16,20,Fantasy Records,0,11.072216666666666,52,0.633,0.731,0,-10.173,1,0.0428,0.0698,0.28,0.0997,0.868,118.674,0.724,664.3333,0.53383,624.83734,39.49595999999997,spotify:track:6Fu2DQzXvx28qYEPrXDikG,https://api.spotify.com/v1/tracks/6Fu2DQzXvx28qYEPrXDikG,https://api.spotify.com/v1/audio-analysis/6Fu2DQzXvx28qYEPrXDikG,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,240.06033118932825,120.03016559466413,30.075278512432774
Chronicle: 20 Greatest Hits,Have You Ever Seen The Rain,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,5XE8c07vbpQBUriwybOHtd,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,17,20,Fantasy Records,0,2.6666666666666665,65,0.773,0.543,0,-9.97,1,0.0292,0.093,5.63e-06,0.175,0.802,115.997,0.903,160.0,0.47007,153.7219,6.278099999999995,spotify:track:5XE8c07vbpQBUriwybOHtd,https://api.spotify.com/v1/tracks/5XE8c07vbpQBUriwybOHtd,https://api.spotify.com/v1/audio-analysis/5XE8c07vbpQBUriwybOHtd,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,222.75,111.375,27.75
Chronicle: 20 Greatest Hits,Hey Tonight,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,76zk8LzjlJCqcsqLlac9pY,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,18,20,Fantasy Records,0,2.6933333333333334,44,0.728,0.7,4,-9.059,1,0.0308,0.0285,0.12,0.202,0.712,128.693,0.969,161.6,0.44036,151.64372,9.956279999999992,spotify:track:76zk8LzjlJCqcsqLlac9pY,https://api.spotify.com/v1/tracks/76zk8LzjlJCqcsqLlac9pY,https://api.spotify.com/v1/audio-analysis/76zk8LzjlJCqcsqLlac9pY,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,251.73267326732673,125.86633663366337,31.18811881188119
Chronicle: 20 Greatest Hits,Sweet Hitch-Hiker,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,7sd33gT2RyV5S3iENbHGX6,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,19,20,Fantasy Records,0,2.90555,39,0.586,0.894,2,-9.275,1,0.0311,0.059,0.0652,0.335,0.951,142.539,0.817,174.33333,0.48218,164.49596,9.837369999999993,spotify:track:7sd33gT2RyV5S3iENbHGX6,https://api.spotify.com/v1/tracks/7sd33gT2RyV5S3iENbHGX6,https://api.spotify.com/v1/audio-analysis/7sd33gT2RyV5S3iENbHGX6,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,280.15349933747484,140.07674966873742,34.7610607286056
Chronicle: 20 Greatest Hits,Someday Never Comes,Creedence Clearwater Revival,1976-01-01,https://i.scdn.co/image/ab67616d0000b2735b18abb5facf12c82192bda7,https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,5wVKzjsuNby57JyhOMigvP,1976,No Features,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",81,4220913,20,20,Fantasy Records,0,4.00555,44,0.676,0.44,11,-12.373,1,0.0322,0.0287,3.43e-05,0.0885,0.329,136.771,0.938,240.33333,5.97333,227.92706,12.406269999999978,spotify:track:5wVKzjsuNby57JyhOMigvP,https://api.spotify.com/v1/tracks/5wVKzjsuNby57JyhOMigvP,https://api.spotify.com/v1/audio-analysis/5wVKzjsuNby57JyhOMigvP,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:03GKkfyog7hnllilFS3jIV,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,270.1252012832195,135.06260064160975,33.70323675899689
Run the Jewels,Run the Jewels,Run The Jewels,2013-06-26,https://i.scdn.co/image/ab67616d0000b273698d813e6d29d9f3848b4306,https://i.scdn.co/image/46948c4b3d16f9a42cb16066e46d55a8d8b1c10f,2HLj3bbq6NIxKAK3GzStU5,2013,No Features,"['escape room', 'hip hop', 'political hip hop']",69,889181,1,10,"Run The Jewels, Inc.",1,3.5104333333333333,54,0.649,0.548,1,-6.879,1,0.184,0.0182,0.0,0.165,0.075,76.008,0.214,210.62666,2.47873,201.81042,8.816239999999993,spotify:track:2HLj3bbq6NIxKAK3GzStU5,https://api.spotify.com/v1/tracks/2HLj3bbq6NIxKAK3GzStU5,https://api.spotify.com/v1/audio-analysis/2HLj3bbq6NIxKAK3GzStU5,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,spotify:album:7BUlAwJBzKyllRuDTKV8Ae,https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C,151.54824190745683,75.77412095372841,18.801097680248404
Run the Jewels,Banana Clipper (feat. Big Boi),Run The Jewels,2013-06-26,https://i.scdn.co/image/ab67616d0000b273698d813e6d29d9f3848b4306,https://i.scdn.co/image/46948c4b3d16f9a42cb16066e46d55a8d8b1c10f,0JtzeuPta4oYFeY05StOxN,2013,Big Boi,"['escape room', 'hip hop', 'political hip hop']",69,889181,2,10,"Run The Jewels, Inc.",1,2.858216666666667,48,0.501,0.762,7,-5.439,1,0.389,0.0372,0.0,0.422,0.412,166.056,0.13,171.49333,0.10454,166.83537,4.657959999999974,spotify:track:0JtzeuPta4oYFeY05StOxN,https://api.spotify.com/v1/tracks/0JtzeuPta4oYFeY05StOxN,https://api.spotify.com/v1/audio-analysis/0JtzeuPta4oYFeY05StOxN,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,spotify:album:7BUlAwJBzKyllRuDTKV8Ae,https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C,272.1976990314473,136.09884951572366,33.58737674424029
Run the Jewels,DDFH,Run The Jewels,2013-06-26,https://i.scdn.co/image/ab67616d0000b273698d813e6d29d9f3848b4306,https://i.scdn.co/image/46948c4b3d16f9a42cb16066e46d55a8d8b1c10f,6sgwKljdnXRGVnfbNcUNwo,2013,No Features,"['escape room', 'hip hop', 'political hip hop']",69,889181,4,10,"Run The Jewels, Inc.",1,3.08465,44,0.696,0.696,8,-7.864,0,0.257,0.102,6.14e-05,0.107,0.443,91.04,0.111,185.07996,0.09728,177.2089,7.87106,spotify:track:6sgwKljdnXRGVnfbNcUNwo,https://api.spotify.com/v1/tracks/6sgwKljdnXRGVnfbNcUNwo,https://api.spotify.com/v1/audio-analysis/6sgwKljdnXRGVnfbNcUNwo,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,spotify:album:7BUlAwJBzKyllRuDTKV8Ae,https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C,177.0054949508048,88.5027474754024,22.368826284991815
Run the Jewels,Sea Legs,Run The Jewels,2013-06-26,https://i.scdn.co/image/ab67616d0000b273698d813e6d29d9f3848b4306,https://i.scdn.co/image/46948c4b3d16f9a42cb16066e46d55a8d8b1c10f,7A5pE8Wm3KKQZHVLsdtnFT,2013,No Features,"['escape room', 'hip hop', 'political hip hop']",69,889181,5,10,"Run The Jewels, Inc.",1,3.667333333333333,42,0.717,0.72,1,-5.983,1,0.0567,0.00288,0.0,0.327,0.0714,130.073,0.494,220.04,6.30422,220.04,0.0,spotify:track:7A5pE8Wm3KKQZHVLsdtnFT,https://api.spotify.com/v1/tracks/7A5pE8Wm3KKQZHVLsdtnFT,https://api.spotify.com/v1/audio-analysis/7A5pE8Wm3KKQZHVLsdtnFT,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,spotify:album:7BUlAwJBzKyllRuDTKV8Ae,https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C,259.04381021632435,129.52190510816217,32.448645700781675
Run the Jewels,Job Well Done (feat. Until the Ribbon Breaks),Run The Jewels,2013-06-26,https://i.scdn.co/image/ab67616d0000b273698d813e6d29d9f3848b4306,https://i.scdn.co/image/46948c4b3d16f9a42cb16066e46d55a8d8b1c10f,0gClV86yE4jwwLoXMiTzbL,2013,Until The Ribbon Breaks,"['escape room', 'hip hop', 'political hip hop']",69,889181,6,10,"Run The Jewels, Inc.",1,2.9957666666666665,40,0.493,0.823,7,-6.208,1,0.274,0.14,0.0,0.336,0.546,153.327,0.297,179.74667,0.0,173.30794,6.4387299999999925,spotify:track:0gClV86yE4jwwLoXMiTzbL,https://api.spotify.com/v1/tracks/0gClV86yE4jwwLoXMiTzbL,https://api.spotify.com/v1/audio-analysis/0gClV86yE4jwwLoXMiTzbL,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,spotify:album:7BUlAwJBzKyllRuDTKV8Ae,https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C,234.33066660732368,117.16533330366184,29.040980049625585
